Country Name,Series Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bulgaria,Electricity production from nuclear sources (% of total),41.64848314,40.73716944,41.59499198,44.72272794,44.91431984,47.95465864,40.82404082,40.59045044,42.42017648,42.83987517,34.1034539,35.36021891,35.99726292,33.13775344,32.61299802,33.88866227,32.90301609,33.81209112,,,,,,,
Burkina Faso,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Cameroon,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Canada,Electricity production from nuclear sources (% of total),14.38772664,12.73232927,12.69395193,12.02105034,13.00400149,12.56341927,12.70342062,15.06789028,14.83262533,16.03107899,14.87120015,15.19625997,14.77761648,15.01318195,14.70780517,14.90015723,15.54900826,16.11907499,15.54656052,,,,,,
Cayman Islands,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Chad,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
China,Electricity production from nuclear sources (% of total),1.269315285,1.207708779,1.205635493,1.234530566,1.179784044,1.519015043,2.268318021,2.290399555,2.12312425,1.913603638,1.893174152,1.972608903,1.887829029,1.760219422,1.835335837,1.953846265,2.053005141,2.33928636,,,,,,,
Colombia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Comoros,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Congo, Rep.",Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Costa Rica,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Cote d'Ivoire,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Croatia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Cuba,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Curacao,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Czechia,Electricity production from nuclear sources (% of total),19.45590731,20.3918049,20.81859131,18.63916281,19.86825444,24.65688532,31.24034003,31.41783029,30.18149418,31.13539102,29.82088328,31.8758629,33.33006664,32.81836084,32.5931133,34.98102368,35.74667473,35.63622262,32.48886414,,,,,,
Denmark,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Djibouti,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Ecuador,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Egypt, Arab Rep.",Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
El Salvador,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Equatorial Guinea,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Estonia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Eswatini,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Faroe Islands,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Finland,Electricity production from nuclear sources (% of total),30.20411703,31.1442701,33.07657975,32.12387104,30.5735306,29.74451337,26.95609895,26.46164599,32.97016236,27.82826319,28.83008185,29.64924062,32.64371644,28.26189355,31.54650957,32.64688756,33.12797339,34.62860164,33.89798388,,,,,,
France,Electricity production from nuclear sources (% of total),78.94266181,76.48649821,75.6362269,77.57369428,77.221128,78.89023355,78.55153303,78.81714758,79.04781079,79.05965945,77.99922662,77.25834297,77.21209129,75.94052651,79.5116603,75.96277983,74.70448631,78.23558829,77.62780083,,,,,,
French Polynesia,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Gambia, The",Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Germany,Electricity production from nuclear sources (% of total),31.08112793,29.26345327,30.76744881,29.63518215,29.43961532,28.32560649,27.34578854,27.33818247,26.47856447,26.43599502,22.1780347,23.40789432,22.87114851,22.43214387,17.7809653,15.94630907,15.3710038,15.61715155,14.31992599,,,,,,
Ghana,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Gibraltar,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Greece,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Greenland,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Guam,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Guinea,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Honduras,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Hong Kong SAR, China",Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Hungary,Electricity production from nuclear sources (% of total),39.46097127,37.50739446,37.25946289,40.29439345,38.79170671,38.59003789,32.25362425,35.34769194,38.69001007,37.53869322,36.72922923,37.02186134,42.95978612,42.17441332,43.54646159,45.59838314,50.73611936,53.24237888,52.18508997,,,,,,
Iceland,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
India,Electricity production from nuclear sources (% of total),2.133164649,2.366645426,2.427579383,2.966887138,3.311111905,3.176074771,2.731866812,2.487021028,2.420716098,2.429877072,2.058980309,1.759522841,2.031610091,2.681802217,3.00473879,2.926497419,2.874003318,2.790639431,,,,,,,
Indonesia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Iran, Islamic Rep.",Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136220486,0.726376064,1.73224506,1.628497245,,,,,,,
Iraq,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Ireland,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Isle of Man,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Israel,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Italy,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Jamaica,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Japan,Electricity production from nuclear sources (% of total),30.62836821,31.73279914,29.64727518,29.59758917,29.85069891,27.02754191,22.20327851,25.44655487,26.98463296,26.84276037,22.87438388,23.4420791,26.18477324,25.281914,9.471487621,1.508472202,0.878001822,0,0.911553166,,,,,,
Jordan,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kazakhstan,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kenya,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kiribati,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
"Korea, Rep.",Electricity production from nuclear sources (% of total),34.70560163,41.50942523,43.74607379,37.76574728,36.2729146,36.11326727,37.78420763,35.65486127,37.84192805,36.97740324,33.56077059,34.00445109,32.71615051,29.91556577,29.75139072,28.31363538,25.80150997,28.65300275,29.99894397,,,,,,
Kosovo,Electricity production from nuclear sources (% of total),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kuwait,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Kyrgyz Republic,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Lao PDR,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Lebanon,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Lesotho,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Libya,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Liechtenstein,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,Electricity production from nuclear sources (% of total),83.56964137,79.01824754,75.34571014,75.70362377,79.11154435,81.77402567,82.23921819,80.53540956,71.71002428,71.63202782,72.99925761,74.24026413,74.11049648,0,0,0,0,0,,,,,,,
Luxembourg,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
"Macao SAR, China",Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Maldives,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Mali,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Malta,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Marshall Islands,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Mexico,Electricity production from nuclear sources (% of total),6.242648947,5.082170441,5.222703775,3.997082776,4.077798755,4.466572878,4.445912022,3.8698055,4.308763479,4.214862569,3.92842064,3.640346806,3.92188352,2.133651742,3.332441511,2.854557527,3.968707748,3.209661156,3.720856983,,,,,,
"Micronesia, Fed. Sts.",Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Monaco,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Montenegro,Electricity production from nuclear sources (% of total),,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,
Morocco,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Mozambique,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Myanmar,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Namibia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Nauru,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Netherlands,Electricity production from nuclear sources (% of total),2.783075021,4.185918894,4.418819188,4.380180964,4.245006032,4.078932289,4.150054742,3.776157449,4.000160126,3.509961248,3.993724148,3.876264505,3.736443518,3.327743775,3.633635478,3.790005615,2.841668633,3.955791062,3.508676297,,,,,,
New Caledonia,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Nicaragua,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Niger,Electricity production from nuclear sources (% of total),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Nigeria,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
North Macedonia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Northern Mariana Islands,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Norway,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Oman,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Pakistan,Electricity production from nuclear sources (% of total),0.603330384,0.434064926,0.606567346,2.931763462,3.163053983,2.298425446,2.177409378,3.264081094,2.65302417,2.329630497,3.216566835,1.766067063,3.034910914,3.623495508,5.536859817,4.736540962,4.890656828,4.757542902,,,,,,,
Palau,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Panama,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Papua New Guinea,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Peru,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Philippines,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Poland,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Portugal,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Puerto Rico,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Romania,Electricity production from nuclear sources (% of total),9.449149577,9.920367878,10.2504437,10.50564178,10.11027364,10.07216589,8.897352194,9.819642826,9.349805598,8.982885944,12.49979732,17.28246813,20.35295544,19.17385638,18.94707979,19.50862626,19.84761514,17.90742615,,,,,,,
Russian Federation,Electricity production from nuclear sources (% of total),13.02224985,12.74768848,14.41703821,14.91383599,15.39749453,15.92568188,16.44289577,15.56148209,15.71198927,15.74016592,15.79229899,15.70494332,16.52288532,16.44748271,16.42363113,16.60262243,16.31144046,17.0150979,,,,,,,
Rwanda,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Senegal,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Serbia,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Seychelles,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Sint Maarten (Dutch part),Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,Electricity production from nuclear sources (% of total),44.1982996,44.27949635,46.67141078,53.55542568,53.68847313,55.73388799,57.65184277,55.89625739,56.54184741,57.63655563,54.9763373,58.07719054,54.32694163,53.06583163,54.478931,54.69853149,55.13081293,57.09076175,56.87143286,,,,,,
Slovenia,Electricity production from nuclear sources (% of total),38.09198543,36.72785548,35.40944051,34.94568409,36.34038435,37.86820112,37.67727931,35.74749525,38.92306675,36.70525968,37.85814,38.25233246,34.98750229,34.80159951,39.05120955,35.55441214,33.52520716,37.11472353,38.11837754,,,,,,
Solomon Islands,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,Electricity production from nuclear sources (% of total),6.087488087,6.701518571,6.404985481,6.259713141,5.149082734,5.486264893,5.475939251,5.547254389,4.665468592,3.99679491,4.344337812,5.089249723,5.188501509,4.714238958,5.201559466,4.689443065,5.571266075,5.529299999,,,,,,,
South Sudan,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,0,0,0,,,,,,,
Spain,Electricity production from nuclear sources (% of total),29.23546237,30.50436419,28.59155545,28.15757669,27.3346291,26.26575024,24.04658917,22.9913393,19.87907893,20.34156342,18.25575886,18.96372091,18.07694548,20.77969965,19.79810176,20.91228882,20.15527012,20.84204707,20.61866432,,,,,,
Sri Lanka,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
St. Kitts and Nevis,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Suriname,Electricity production from nuclear sources (% of total),,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Sweden,Electricity production from nuclear sources (% of total),46.86674799,46.33952806,47.26746664,39.46540339,44.62328661,46.42876619,49.79723591,51.087537,45.70264894,46.74357579,44.99909288,42.62278677,38.19287869,38.95190624,40.24851252,38.47545002,43.42714875,42.25028329,34.73640007,,,,,,
Switzerland,Electricity production from nuclear sources (% of total),40.98754678,41.45801233,37.61303569,39.99455568,37.7311492,41.60085542,42.02905199,42.21091365,40.39003963,44.77114716,42.03103599,41.32108121,41.52505512,39.87615818,42.47233176,37.3363663,37.8201397,39.30986277,34.93199389,,,,,,
Syrian Arab Republic,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Tajikistan,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Tanzania,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Thailand,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Timor-Leste,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Tonga,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,Electricity production from nuclear sources (% of total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
